"Manufacturer","Manufacturer (mega)","Make","Model (Carline)","U.S./Canadian Parts (%)","Foreign Parts (%)","Foreign Parts, Other (%)","Engine Origin","Additional country of Origin for Engine/Motor","Transmission Origin","Additional Country of Origin for the Transmission(s)","Final Assembly","Additional Final Assembly Countries","Vehicle Type on Part 567 Certification Label"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","C-Class Sedan (C300/C300-4M/C43/C63)",0,"20% Germany + 10% South Africa",70,"Germany","Poland","Germany","Romania","South Africa","None","Passenger Car"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","CLA Coupe (CLA250/CLA250-4M)",0,"25% Germany + 10% Hungary",65,"Germany","None","Germany","Romania","Hungary","None","Passenger Car"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","CLA Coupe (CLA45 AMG)",0,"25% Germany + 10% Hungary",65,"Germany","None","Romania","None","Hungary","None","Passenger Car"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","CLA Coupe (CLA35 AMG)",0,"25% Germany + 10% Hungary",65,"Germany","None","Germany","None","Hungary","None","Passenger Car"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","EQB-Class (EQB 250+/EQB 300-4M/EQB 350-4M)",0,"15% Germany + 10% Hungary",75,"Germany","None","Germany","None","Hungary","None","Multipurpose Passenger Vehicle"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","EQE Sedan (EQE 350+/EQE 350-4M/EQE 500-4M/AMG EQE 4M)",0,"35% Germany",65,"Hungary","None","Hungary","None","Germany","None","Passenger Car"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","EQE SUV (EQE 350+/EQE 350-4M/EQE 500-4M)",10,"10% Germany",80,"Germany","None","Germany","None","United States","None","Passenger Car"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","EQS Sedan (EQS 450+/EQS 450-4M/EQS 580-4M/AMG EQS)",0,"35% Germany",65,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","EQS SUV (EQS450+/EQS450-4M/EQS580 4M/EQS680 Maybach)",10,"15% Germany",75,"Germany","None","Germany","None","United States","None","Multipurpose Passenger Vehicle"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","G-Class SUV (G550/G63/G63 4x4)",0,"25% Germany + 15% Austria",60,"Germany","None","Germany","None","Austria","None","Multipurpose Passenger Vehicle"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","GLA SUV (GLA250/GLA250-4M)",0,"35% Germany",65,"Germany","None","Romania","None","Germany","None","Multipurpose Passenger Vehicle"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","GLA SUV (AMG GLA35 / AMG GLA45)",0,"35% Germany",65,"Germany","None","Romania","None","Germany","None","Multipurpose Passenger Vehicle"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","GLB SUV (GLB250/ GLB250-4M)",0,"15% Germany + 10% Mexico",75,"Germany","None","Romania","None","Mexico","None","Multipurpose Passenger Vehicle"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","GLC SUV (GLC300/GLC300-4M)",0,"30% Germany",70,"Poland","None","Germany","None","Germany","None","Multipurpose Passenger Vehicle"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","GLC SUV (GLC43-4M)",0,"30% Germany",70,"Germany","None","Germany","None","Germany","None","Multipurpose Passenger Vehicle"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","GLE SUV (GLE350-4M/GLE350)",10,"25% Germany",65,"United States","None","Germany","None","United States","None","Multipurpose Passenger Vehicle"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","GLE SUV (GLE450-4M)",10,"25% Germany",65,"Germany","None","Germany","None","United States","None","Multipurpose Passenger Vehicle"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","GLE SUV (GLE450e-4M)",10,"25% Germany",65,"Germany","None","Germany","None","United States","None","Multipurpose Passenger Vehicle"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","GLE SUV (GLE580-4M)",10,"25% Germany",65,"Germany","None","Germany","None","United States","None","Multipurpose Passenger Vehicle"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","GLE SUV (GLE63 S)",10,"25% Germany",65,"Germany","None","Germany","None","United States","None","Passenger Car"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","GLE SUV (GLE53-4M)",10,"25% Germany",65,"Germany","None","Germany","None","United States","None","Passenger Car"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","GLE Coupe (GLE53-4M)",10,"25% Germany",65,"Germany","None","Germany","None","United States","None","Passenger Car"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","GLE Coupe (GLE63S)",10,"25% Germany",65,"Germany","None","Germany","None","United States","None","Passenger Car"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","GLS SUV (GLS450-4M)",10,"25% Germany",65,"Germany","None","Germany","None","United States","None","Multipurpose Passenger Vehicle"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","GLS SUV (GLS580-4M)",10,"25% Germany",65,"Germany","None","Germany","None","United States","None","Multipurpose Passenger Vehicle"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","GLS SUV (GLS63)",10,"25% Germany",65,"Germany","None","Germany","None","United States","None","Multipurpose Passenger Vehicle"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","GLS SUV (GLS600 Maybach)",10,"25% Germany",65,"Germany","None","Germany","None","United States","None","Multipurpose Passenger Vehicle"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","S-Class Sedan (S500-4M)",0,"40% Germany",60,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","S-Class Sedan (S580-4M)",0,"40% Germany",60,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","S-Class Sedan (S580e-4M)",0,"40% Germany",60,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","S-Class Maybach (S580-4M/S680-4M)",0,"35% Germany",65,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Mercedes-Benz USA","Mercedes-Benz Group AG","Mercedes-Benz","SL-Class (SL55/SL63/SL43)",0,"50% Germany",50,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Eclipse Cross Black Edition AWD",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Eclipse Cross ES AWD",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Eclipse Cross LE AWD",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Eclipse Cross RalliArt AWD",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Eclipse Cross SE AWD",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Eclipse Cross SEL AWD",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Mirage BE",0,"91% Thailand",9,"Thailand","None","Thailand","None","Thailand","None","Passenger Car"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Mirage ES",0,"91% Thailand",9,"Thailand","None","Thailand","None","Thailand","None","Passenger Car"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Mirage LE",0,"91% Thailand",9,"Thailand","None","Thailand","None","Thailand","None","Passenger Car"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Mirage SE",0,"91% Thailand",9,"Thailand","None","Thailand","None","Thailand","None","Passenger Car"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Mirage G4 BE",0,"91% Thailand",9,"Thailand","None","Thailand","None","Thailand","None","Passenger Car"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Mirage G4 ES",0,"91% Thailand",9,"Thailand","None","Thailand","None","Thailand","None","Passenger Car"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Mirage G4 LE",0,"91% Thailand",9,"Thailand","None","Thailand","None","Thailand","None","Passenger Car"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Mirage G4 SE",0,"90% Thailand",10,"Thailand","None","Thailand","None","Thailand","None","Passenger Car"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Mirage Ralliart",0,"90% Thailand",10,"Thailand","None","Thailand","None","Thailand","None","Passenger Car"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander Black Edition 2WD",4,"85% Japan",11,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander Black Edition 4WD",4,"84% Japan",12,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander ES 2WD",5,"82% Japan",13,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander ES 4WD",5,"83% Japan",12,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander PHEV Commercial Fleet",0,"94% Japan",6,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander PHEV ES",0,"94% Japan",6,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander PHEV Platinum Edition",0,"95% Japan",5,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander PHEV Ralliart",0,"95% Japan",5,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander PHEV SE",0,"95% Japan",5,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander PHEV SEL",0,"95% Japan",5,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander PHEV SEL Black Edition",0,"95% Japan",5,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander SE 2WD",4,"85% Japan",11,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander SE 4WD",4,"82% Japan",14,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander SE Black Edition 2WD",4,"87% Japan",9,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander SE Black Edition 4WD",4,"86% Japan",10,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander SEL 2WD",4,"85% Japan",11,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander SEL 4WD",4,"82% Japan",14,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander Sport ES",0,"93% Japan",7,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander Sport LE",0,"95% Japan",5,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander Sport Ralliart",0,"95% Japan",5,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander Sport S",0,"95% Japan",5,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander Sport SE",0,"92% Japan",8,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander Sport SEL",1,"92% Japan",7,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Mitsubishi Motors Corporation","Nissan Motor Corporation","Mitsubishi","Outlander Sport Trail Edition",0,"95% Japan",5,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Nissan North America, Inc","Nissan Motor Corporation","Infiniti","Q50",0,"90% Japan",10,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Nissan North America, Inc","Nissan Motor Corporation","Infiniti","QX50",15,"45% Mexico + 25% Japan",15,"Japan","None","Mexico","None","Mexico","None","Multipurpose Passenger Vehicle"
"Nissan North America, Inc","Nissan Motor Corporation","Infiniti","QX55",10,"55% Mexico + 20% Japan",15,"Japan","None","Mexico","None","Mexico","None","Multipurpose Passenger Vehicle"
"Nissan North America, Inc","Nissan Motor Corporation","Infiniti","QX 60",45,0,55,"United States","None","United States","None","United States","None","Multipurpose Passenger Vehicle"
"Nissan North America, Inc","Nissan Motor Corporation","Infiniti","QX80",5,"90% Japan",5,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Nissan North America, Inc","Nissan Motor Corporation","Nissan","Altima 4CYL",50,"15% Mexico",35,"United States","None","Mexico","None","United States","None","Passenger Car"
"Nissan North America, Inc","Nissan Motor Corporation","Nissan","Altima 4CYL Turbo",50,"15% Mexico",35,"Japan","None","Mexico","None","United States","None","Passenger Car"
"Nissan North America, Inc","Nissan Motor Corporation","Nissan","Armada",5,"90% Japan",5,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Nissan North America, Inc","Nissan Motor Corporation","Nissan","Frontier",40,"20% Japan",40,"United States","None","Japan","None","United States","None","Truck"
"Nissan North America, Inc","Nissan Motor Corporation","Nissan","GT-R",0,"95% Japan",5,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Nissan North America, Inc","Nissan Motor Corporation","Nissan","Kicks",15,"65% Mexico",20,"Mexico","None","Mexico","None","Mexico","None","Passenger Car"
"Nissan North America, Inc","Nissan Motor Corporation","Nissan","Leaf",30,"45% Japan",25,"Japan","None","Japan","None","United States","None","Passenger Car"
"Nissan North America, Inc","Nissan Motor Corporation","Nissan","Murano",55,0,45,"United States","None","Mexico","None","United States","None","Multipurpose Passenger Vehicle"
"Nissan North America, Inc","Nissan Motor Corporation","Nissan","Pathfinder",50,0,50,"United States","None","United States","None","United States","None","Multipurpose Passenger Vehicle"
"Nissan North America, Inc","Nissan Motor Corporation","Nissan","Rogue",25,"45% Japan",30,"Japan","None","Mexico","None","United States","None","Multipurpose Passenger Vehicle"
"Nissan North America, Inc","Nissan Motor Corporation","Nissan","Rogue",25,"45% Japan",30,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Nissan North America, Inc","Nissan Motor Corporation","Nissan","Sentra",15,"65% Mexico",20,"Mexico","None","Mexico","None","Mexico","None","Passenger Car"
"Nissan North America, Inc","Nissan Motor Corporation","Nissan","Titan",45,"15% Japan",40,"United States","None","Japan","None","United States","None","Truck"
"Nissan North America, Inc","Nissan Motor Corporation","Nissan","Versa Sedan",15,"70% Mexico",15,"Mexico","None","Mexico","None","Mexico","None","Passenger Car"
"Nissan North America, Inc","Nissan Motor Corporation","Nissan","Versa Sedan",15,"70% Mexico",15,"Mexico","None","Spain","None","Mexico","None","Passenger Car"
"Nissan North America, Inc","Nissan Motor Corporation","Nissan","Z",0,"90% Japan",10,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Polestar","Geely","Polestar","Polestar 2 AWD (Dual Motor)",0,"95% China",5,"China","None","China","None","China","None","Passenger Car"
"Polestar","Geely","Polestar","Polestar 2 RWD (Single Motor)",0,"95% China",5,"China","None","China","None","China","None","Passenger Car"
"Porsche AG","Volkswagen Group","Porsche","718 Boxster",0,"75% Germany",25,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Porsche AG","Volkswagen Group","Porsche","718 Boxster GTS 4.0",0,"75% Germany",25,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Porsche AG","Volkswagen Group","Porsche","718 Boxster S",0,"75% Germany",25,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Porsche AG","Volkswagen Group","Porsche","718 Cayman",0,"75% Germany",25,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Porsche AG","Volkswagen Group","Porsche","718 Cayman GT4 RS",0,"70% Germany",30,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Porsche AG","Volkswagen Group","Porsche","718 Cayman GTS 4.0",0,"70% Germany",30,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Porsche AG","Volkswagen Group","Porsche","718 Cayman S",0,"75% Germany",25,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Porsche AG","Volkswagen Group","Porsche","911 Carrera, S, GTS, 4, 4S, 4 GTS",0,"75% Germany",25,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Porsche AG","Volkswagen Group","Porsche","911 Carrera Cabriolet, S Cab, GTS Cab",0,"75% Germany",25,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Porsche AG","Volkswagen Group","Porsche","911 Dakar",0,"65% Germany",35,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Porsche AG","Volkswagen Group","Porsche","911 GT3",0,"60% Germany",40,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Porsche AG","Volkswagen Group","Porsche","911 GT3 RS",0,"75% Germany",25,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Porsche AG","Volkswagen Group","Porsche","911 GT3 Touring",0,"65% Germany",35,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Porsche AG","Volkswagen Group","Porsche","911 Carrera T",0,"70% Germany",30,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Porsche AG","Volkswagen Group","Porsche","911 Targa 4, 4S, 4 GTS",0,"70% Germany",30,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Porsche AG","Volkswagen Group","Porsche","911 Turbo, Turbo S, Turbo Cab, Turbo S",0,"75% Germany",25,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Porsche AG","Volkswagen Group","Porsche","Cayenne",0,"25% Germany + 30% Slovakia",45,"Hungary","None","Germany","None","Slovakia","None","Multipurpose Passenger Vehicle"
"Porsche AG","Volkswagen Group","Porsche","Cayenne Coupe",0,"25% Germany + 30% Slovakia",45,"Hungary","None","Hungary","None","Slovakia","None","Multipurpose Passenger Vehicle"
"Porsche AG","Volkswagen Group","Porsche","Cayenne E-Hybrid",0,"30% Germany + 25% Slovakia",45,"Hungary","None","Germany","None","Slovakia","None","Multipurpose Passenger Vehicle"
"Porsche AG","Volkswagen Group","Porsche","Cayenne E-Hybrid Coupe",0,"35% Germany + 25% Slovakia",40,"Hungary","None","Germany","None","Slovakia","None","Multipurpose Passenger Vehicle"
"Porsche AG","Volkswagen Group","Porsche","Cayenne S",0,"45% Germany + 30% Slovakia",25,"Germany","None","Hungary","None","Slovakia","None","Multipurpose Passenger Vehicle"
"Porsche AG","Volkswagen Group","Porsche","Cayenne S Coupe",0,"45% Germany + 25% Slovakia",30,"Germany","None","Hungary","None","Slovakia","None","Multipurpose Passenger Vehicle"
"Porsche AG","Volkswagen Group","Porsche","Cayenne Turbo GT",0,"50% Germany + 25% Slovakia",25,"Germany","None","Germany","None","Slovakia","None","Multipurpose Passenger Vehicle"
"Porsche AG","Volkswagen Group","Porsche","Macan, T",0,"60% Germany",40,"Hungary","None","Germany","None","Germany","None","Multipurpose Passenger Vehicle"
"Porsche AG","Volkswagen Group","Porsche","Macan S",0,"60% Germany + 15% Hungary",25,"Hungary","None","Germany","None","Germany","None","Multipurpose Passenger Vehicle"
"Porsche AG","Volkswagen Group","Porsche","Macan GTS",0,"65% Germany + 15% Hungary",20,"Hungary","None","Germany","None","Germany","None","Multipurpose Passenger Vehicle"
"Porsche AG","Volkswagen Group","Porsche","Taycan, 4S, GTS, Turbo",0,"40% Germany + 30% Poland",30,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Porsche AG","Volkswagen Group","Porsche","Taycan 4 Cross Turismo, 4S Cross",0,"40% Germany + 30% Poland",30,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Porsche AG","Volkswagen Group","Porsche","Taycan Turbo S",0,"45% Germany + 30% Poland",25,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Porsche AG","Volkswagen Group","Porsche","Taycan Turbo S Cross Turismo",0,"45% Germany + 30% Poland",25,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Rolls-Royce Motor","BMW Group","Rolls-Royce","Cullinan",1,"29% Germany",70,"Germany","None","Germany","None","United Kingdom","None","Multipurpose Passenger Vehicle"
"Rolls-Royce Motor","BMW Group","Rolls-Royce","Ghost",1,"29% Germany",70,"Germany","None","Germany","None","United Kingdom","None","Passenger Car"
"Rolls-Royce Motor","BMW Group","Rolls-Royce","Phantom",1,"29% Germany",70,"Germany","None","Germany","None","United Kingdom","None","Passenger Car"
"Rolls-Royce Motor","BMW Group","Rolls-Royce","Spectre",1,"53% Germany",46,"Germany","None","Germany","None","United Kingdom","None","Passenger Car"
"Subaru","Subaru Corporation","Subaru","Ascent",50,"30% Japan",20,"Japan","None","Japan","None","United States","None","Multipurpose Passenger Vehicle"
"Subaru","Subaru Corporation","Subaru","BRZ",0,"85% Japan",15,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Subaru","Subaru Corporation","Subaru","Crosstrek",5,"85% Japan",10,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Subaru","Subaru Corporation","Subaru","Crosstrek",45,"35% Japan",20,"Japan","None","Japan","None","United States","None","Multipurpose Passenger Vehicle"
"Subaru","Subaru Corporation","Subaru","Forester",0,"80% Japan",20,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Subaru","Subaru Corporation","Subaru","Impreza",5,"80% Japan",15,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Subaru","Subaru Corporation","Subaru","Legacy",50,"30% Japan",20,"Japan","None","Japan","None","United States","None","Passenger Car"
"Subaru","Subaru Corporation","Subaru","Outback",50,"30% Japan",20,"Japan","None","Japan","None","United States","None","Multipurpose Passenger Vehicle"
"Subaru","Subaru Corporation","Subaru","WRX",0,"85% Japan",15,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Subaru","Subaru Corporation","Toyota","GR86",0,"85% Japan",15,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Tesla Inc.","Tesla, Inc.","Tesla","Cybertruck",65,"25% Mexico",10,"United States","None","United States","None","United States","None","Truck"
"Tesla Inc.","Tesla, Inc.","Tesla","Model 3 Long Range",35,"20% Mexico + 40% China",5,"United States","None","United States","None","United States","None","Passenger Car"
"Tesla Inc.","Tesla, Inc.","Tesla","Model 3 Performance",75,"20% Mexico",5,"United States","None","United States","None","United States","None","Passenger Car"
"Tesla Inc.","Tesla, Inc.","Tesla","Model 3 RWD",40,"20% Mexico + 35% China",5,"United States","None","United States","None","United States","None","Passenger Car"
"Tesla Inc.","Tesla, Inc.","Tesla","Model S",65,"15% Mexico",20,"United States","None","United States","None","United States","None","Passenger Car"
"Tesla Inc.","Tesla, Inc.","Tesla","Model X",60,"20% Mexico",20,"United States","None","United States","None","United States","None","Multipurpose Passenger Vehicle"
"Tesla Inc.","Tesla, Inc.","Tesla","Model Y Long Range",70,"20% Mexico",10,"United States","None","United States","None","United States","None","Multipurpose Passenger Vehicle"
"Tesla Inc.","Tesla, Inc.","Tesla","Model Y Long Range",70,"20% Mexico",10,"United States","None","United States","None","United States","None","Multipurpose Passenger Vehicle"
"Tesla Inc.","Tesla, Inc.","Tesla","Model Y Performance",70,"20% Mexico",10,"United States","None","United States","None","United States","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Lexus","ES 250/350",50,"35% Japan",15,"United States","Japan","United States","Japan","United States","None","Passenger Car"
"Toyota","Toyota Motor Corporation","Lexus","ES 300h",45,"40% Japan",15,"United States","None","Japan","None","United States","None","Passenger Car"
"Toyota","Toyota Motor Corporation","Lexus","GX550",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Lexus","IS 300/350",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Toyota","Toyota Motor Corporation","Lexus","LC 500",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Toyota","Toyota Motor Corporation","Lexus","LC Convertible",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Toyota","Toyota Motor Corporation","Lexus","LC 500h",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Toyota","Toyota Motor Corporation","Lexus","LS 500",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Toyota","Toyota Motor Corporation","Lexus","LS 500h",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Toyota","Toyota Motor Corporation","Lexus","LX 600",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Lexus","NX 250/350",40,"45% Japan",15,"Japan","None","Japan","United States","Canada","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Lexus","NX 350h",40,"55% Japan",5,"Japan","None","Japan","United States","Canada","United States","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Lexus","NX 450h+",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Multipurpose Passenger Vehicle"
"Toyota","Toyota Motor Corporation","Lexus","RC 300/350",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Passenger Car"
"Toyota","Toyota Motor Corporation","Lexus","RC F",0,"100% Japan",0,"Japan","None","Japan","None","Japan","None","Passenger Car"
